slutpris,avgift_kr,boarea_kvm,antal_rum,sald_datum,prisforandring_pct,pris_per_kvm,omrade,url,bostadstyp,raw_text,sald_ar,sald_manad,sald_kvartal,omrade_clean,kvm_per_rum,avgift_per_kvm,avgift_andel,sasong,budkrig,prissankt,storlek_kategori,upplatelseform,har_balkong,vaning,antal_vaningar,har_hiss,byggar,driftkostnad_ar,antal_besok,har_uteplats,har_garage,renoverad,biarea_kvm,tomtarea_kvm,bostad_alder,total_yta,relativ_vaning,toppvaning,driftkostnad_per_kvm,tomt_per_boarea,gatuadress,latitude,longitude,avstand_centrum_km,avstand_station_km,avstand_sjukhus_km,avstand_universitet_km,avstand_marieberg_km
1825000,3447.0,66.0,2.0,2023-06-19,-9.0,27652.0,Lägenhet Öster/Skebäck,https://www.hemnet.se/salda/lagenhet-2rum-oster-skeback-orebro-kommun-norensbergsgatan-106-418641838728848129,lagenheter,"Maps Data: Google © 2026 Såld 19 jun. 2023 Norensbergsgatan 106 Lägenhet Öster/Skebäck, Örebro kommun 66 m² 2 rum 3 447 kr/mån Balkong Uteplats Slutpris 1 825 000 kr -9 % 27 652 kr/m² Mäklarhuset Örebro",2023,6,2,Öster/Skebäck,33.0,52.2,2.27,sommar,0,1,medel (60-80),Bostadsrätt,0,2.0,2.0,1,1979.0,5400.0,3343.0,1,0,0,,,47.0,66.0,1.0,1.0,81.81818181818181,,Norensbergsgatan 106,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1775000,3907.0,67.0,3.0,2023-06-16,-1.0,26493.0,N Lägenhet Södra Bettorp,https://www.hemnet.se/salda/lagenhet-3rum-sodra-bettorp-orebro-kommun-kornellvagen-39n-7480933485724705603,lagenheter,"Maps Data: Google © 2026 Såld 16 jun. 2023 Kornellvägen 39N Lägenhet Södra Bettorp, Örebro kommun 67 m² 3 rum 3 907 kr/mån Balkong Uteplats Hiss Slutpris 1 775 000 kr -1 % 26 493 kr/m² Fastighetsbyrån Örebro",2023,6,2,Lägenhet Södra Bettorp,22.3,58.3,2.64,sommar,0,1,medel (60-80),Bostadsrätt,0,3.0,4.0,1,2017.0,3600.0,4622.0,1,0,0,,,9.0,67.0,0.75,0.0,53.73134328358209,,Kornellvägen 39N,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
2250000,4161.0,60.0,2.0,2023-06-16,3.0,37500.0,Lägenhet Örebro centrum,https://www.hemnet.se/salda/lagenhet-2rum-orebro-centrum-orebro-kommun-kungsgatan-45-3709897308244482415,lagenheter,"Maps Data: Google © 2026 Såld 16 jun. 2023 Kungsgatan 45 Lägenhet Örebro centrum, Örebro kommun 60 m² 2 rum 4 161 kr/mån Balkong Hiss Slutpris 2 250 000 kr +3 % 37 500 kr/m² SkandiaMäklarna Örebro",2023,6,2,Örebro centrum,30.0,69.4,2.22,sommar,1,0,liten (40-60),Bostadsrätt,0,3.0,4.0,1,2007.0,,3379.0,1,0,0,,,19.0,60.0,0.75,0.0,,,Kungsgatan 45,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1410000,3702.0,56.5,2.0,2023-06-16,13.0,24956.0,Lägenhet Almby,https://www.hemnet.se/salda/lagenhet-2rum-almby-orebro-kommun-kyrkvardsvagen-10-2793866037509244007,lagenheter,"Maps Data: Google © 2026 Såld 16 jun. 2023 Kyrkvärdsvägen 10 Lägenhet Almby, Örebro kommun 56,5 m² 2 rum 3 702 kr/mån Balkong Slutpris 1 410 000 kr +13 % 24 956 kr/m² LF Fastighetsförmedling Örebro",2023,6,2,Almby,28.2,65.5,3.15,sommar,1,0,liten (40-60),Bostadsrätt,1,3.0,3.0,1,1954.0,3000.0,1132.0,0,0,0,,,72.0,56.5,1.0,1.0,53.09734513274336,,Kyrkvärdsvägen 10,59.2606158,15.2505604,2.677097230275355,3.1207412363914213,4.45465325889884,0.7939084796963432,3.029013216465259
1875000,3866.0,62.0,2.0,2023-06-16,-1.0,30242.0,B Lägenhet Kaserngården,https://www.hemnet.se/salda/lagenhet-2rum-kaserngarden-orebro-kommun-kaserngarden-2-b-2369729376542179424,lagenheter,"Maps Data: Google © 2026 Såld 16 jun. 2023 Kaserngården 2 B Lägenhet Kaserngården, Örebro kommun 62 m² 2 rum 3 866 kr/mån Balkong Hiss Slutpris 1 875 000 kr -1 % 30 242 kr/m² Mäklarhuset Örebro",2023,6,2,Lägenhet Kaserngården,31.0,62.4,2.47,sommar,0,1,medel (60-80),Bostadsrätt,0,4.0,5.0,1,1913.0,4524.0,3763.0,1,0,0,,,113.0,62.0,0.8,0.0,72.96774193548387,,Kaserngården 2 B,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
2595000,5658.0,82.0,3.0,2023-06-15,0.0,31646.0,Lägenhet Centrum Örebro,https://www.hemnet.se/salda/lagenhet-3rum-centrum-orebro-orebro-kommun-kungsgatan-40-830474457527192259,lagenheter,"Såld 15 jun. 2023 Kungsgatan 40 Lägenhet Centrum Örebro, Örebro kommun 82 m² 3 rum 5 658 kr/mån Balkong Hiss Slutpris 2 595 000 kr ±0 % 31 646 kr/m² Erik Olsson Fastighetsförmedling",2023,6,2,Centrum Örebro,27.3,69.0,2.62,sommar,0,0,stor (80-100),Bostadsrätt,0,5.0,5.0,1,1982.0,2749.0,2969.0,1,0,0,,,44.0,82.0,1.0,1.0,33.52439024390244,,Kungsgatan 40,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
2295000,5084.0,91.0,4.0,2023-06-15,0.0,25220.0,Lägenhet Örebro,https://www.hemnet.se/salda/lagenhet-4rum-orebro-orebro-kommun-lertagsgatan-54-1478651746614766463,lagenheter,"Såld 15 jun. 2023 Lertagsgatan 54 Lägenhet Örebro, Örebro kommun 91 m² 4 rum 5 084 kr/mån Balkong Hiss Slutpris 2 295 000 kr ±0 % 25 220 kr/m² Svensk Fastighetsförmedling Örebro",2023,6,2,Örebro,22.8,55.9,2.66,sommar,0,0,stor (80-100),Bostadsrätt,0,7.0,8.0,1,,9444.0,1340.0,1,0,0,,,48.0,91.0,0.875,0.0,103.78021978021978,,Lertagsgatan 54,59.2747287,15.2151181,0.11681827165748512,0.5638364206721153,2.2595036209294075,2.9725060081413126,2.543456959035123
1450000,1908.0,36.0,1.0,2023-06-15,0.0,40278.0,C Lägenhet Centrum Örebro,https://www.hemnet.se/salda/lagenhet-1rum-centrum-orebro-orebro-kommun-storgatan-10c-648128331480053317,lagenheter,"Såld 15 jun. 2023 Storgatan 10C Lägenhet Centrum Örebro, Örebro kommun 36 m² 1 rum 1 908 kr/mån Slutpris 1 450 000 kr ±0 % 40 278 kr/m² Erik Olsson Fastighetsförmedling",2023,6,2,Lägenhet Centrum Örebro,36.0,53.0,1.58,sommar,0,0,mini (<40),Bostadsrätt,0,1.0,4.0,1,1929.0,6800.0,4072.0,0,0,0,,,97.0,36.0,0.25,0.0,188.88888888888889,,Storgatan 10C,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1920000,3622.0,56.0,2.0,2023-06-14,-4.0,34286.0,C Lägenhet Centralt Öster,https://www.hemnet.se/salda/lagenhet-2rum-centralt-oster-orebro-kommun-engelbrektsgatan-27c-1351182690865310108,lagenheter,"Maps Data: Google © 2026 Såld 14 jun. 2023 Engelbrektsgatan 27C Lägenhet Centralt Öster, Örebro kommun 56 m² 2 rum 3 622 kr/mån Slutpris 1 920 000 kr -4 % 34 286 kr/m² Fastighetsbyrån Örebro",2023,6,2,Lägenhet Centralt Öster,28.0,64.7,2.26,sommar,0,1,liten (40-60),Bostadsrätt,0,0.0,3.0,1,1910.0,3600.0,2616.0,0,0,0,,,116.0,56.0,0.0,0.0,64.28571428571429,,Engelbrektsgatan 27C,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
2200000,5264.0,89.0,3.0,2023-06-14,0.0,24719.0,Lägenhet Sörbyängen,https://www.hemnet.se/salda/lagenhet-3rum-sorbyangen-orebro-kommun-senapsvagen-13-6876302100872057280,lagenheter,"Maps Data: Google © 2026 Såld 14 jun. 2023 Senapsvägen 13 Lägenhet Sörbyängen, Örebro kommun 89 m² 3 rum 5 264 kr/mån Balkong Slutpris 2 200 000 kr ±0 % 24 719 kr/m² Fastighetsbyrån Örebro",2023,6,2,Sörbyängen,29.7,59.1,2.87,sommar,0,0,stor (80-100),Bostadsrätt,0,2.0,2.0,1,1982.0,3990.0,2147.0,1,0,0,,,44.0,89.0,1.0,1.0,44.831460674157306,,Senapsvägen 13,59.2536029,15.2266426,2.5323067070890675,2.8767047670436345,3.563892375670674,1.172890998236951,4.068699656773744
1900000,5784.0,89.0,3.0,2023-06-14,17.0,21348.0,Lägenhet Ladugårdsängen,https://www.hemnet.se/salda/lagenhet-3rum-ladugardsangen-orebro-kommun-loggatan-6-6238901867517216292,lagenheter,"Såld 14 jun. 2023 Loggatan 6 Lägenhet Ladugårdsängen, Örebro kommun 89 m² 3 rum 5 784 kr/mån Balkong Hiss Slutpris 1 900 000 kr +17 % 21 348 kr/m² Erik Olsson Fastighetsförmedling",2023,6,2,Ladugårdsängen,29.7,65.0,3.65,sommar,1,0,stor (80-100),Bostadsrätt,0,2.0,4.0,1,1992.0,2040.0,2433.0,1,0,0,,,34.0,89.0,0.5,0.0,22.921348314606742,,Loggatan 6,59.2543419,15.2044011,2.3904724733360196,2.5605987005396558,2.5726966129314603,2.442783916821533,4.6007251155946305
3000000,1288.0,82.0,3.0,2023-06-13,,36585.0,Lägenhet Södra Ladugårdsängen,https://www.hemnet.se/salda/lagenhet-3rum-sodra-ladugardsangen-orebro-kommun-peppargatan-22-5159695982191668414,lagenheter,"Såld 13 jun. 2023 Peppargatan 22 Lägenhet Södra Ladugårdsängen, Örebro kommun 82 m² 3 rum 1 288 kr/mån Balkong Hiss Slutpris 3 000 000 kr 36 585 kr/m² Sjöstens Fastighetsförmedling",2023,6,2,Södra Ladugårdsängen,27.3,15.7,0.52,sommar,0,0,stor (80-100),Bostadsrätt,0,3.0,5.0,1,2016.0,5400.0,4223.0,1,0,0,,,10.0,82.0,0.6,0.0,65.85365853658537,,Peppargatan 22,59.2619546,15.1958248,1.792966131126461,1.8165523355962387,1.6145658580178601,3.0715781263959423,4.294069546209879
2100000,5380.0,76.0,3.0,2023-06-13,-11.0,27632.0,Lägenhet Rynninge,https://www.hemnet.se/salda/lagenhet-3rum-rynninge-orebro-kommun-pionjargatan-16-5113671275094754268,lagenheter,"Såld 13 jun. 2023 Pionjärgatan 16 Lägenhet Rynninge, Örebro kommun 76 m² 3 rum 5 380 kr/mån Uteplats Hiss Slutpris 2 100 000 kr -11 % 27 632 kr/m² Agentur Fastighetsförmedling",2023,6,2,Rynninge,25.3,70.8,3.07,sommar,0,1,medel (60-80),Bostadsrätt,0,1.0,5.0,1,,10848.0,2710.0,1,0,0,,,48.0,76.0,0.2,0.0,142.73684210526315,,Pionjärgatan 16,59.2801416,15.2412374,1.6762046841050797,1.999894174252529,3.8343309711183684,2.965150271719474,1.0409274347604374
1400000,3556.0,62.0,2.0,2023-06-13,-3.0,22581.0,Lägenhet Väster,https://www.hemnet.se/salda/lagenhet-2rum-vaster-orebro-kommun-gustavsgatan-17-3098933888277662144,lagenheter,"Maps Data: Google © 2026 Såld 13 jun. 2023 Gustavsgatan 17 Lägenhet Väster, Örebro kommun 62 m² 2 rum 3 556 kr/mån Balkong Hiss Slutpris 1 400 000 kr -3 % 22 581 kr/m² Wallenstedt Fastighetsmäkleri",2023,6,2,Väster,31.0,57.4,3.05,sommar,0,1,medel (60-80),Bostadsrätt,0,1.0,5.0,1,,,3569.0,1,0,0,,,48.0,62.0,0.2,0.0,,,Gustavsgatan 17,59.434166,15.0239851,20.71964094608852,20.32916871949498,20.00347183018114,23.780103334742112,20.82271626040077
1425000,4827.0,84.0,3.0,2023-06-12,-8.0,16964.0,Lägenhet Mellringe,https://www.hemnet.se/salda/lagenhet-3rum-mellringe-orebro-kommun-irisgatan-32-4745704536614887845,lagenheter,"Maps Data: Google © 2026 Såld 12 jun. 2023 Irisgatan 32 Lägenhet Mellringe, Örebro kommun 84 m² 3 rum 4 827 kr/mån Slutpris 1 425 000 kr -8 % 16 964 kr/m² Mäklarhuset Örebro",2023,6,2,Mellringe,28.0,57.5,4.06,sommar,0,1,stor (80-100),Bostadsrätt,0,3.0,3.0,1,1968.0,4800.0,902.0,1,0,0,,,58.0,84.0,1.0,1.0,57.142857142857146,,Irisgatan 32,59.2979868,15.1624864,3.8481708309712004,3.410614963308766,2.9711956749180692,6.904213897168216,5.209077456936169
1430000,3456.0,53.0,2.0,2023-06-12,-7.0,26981.0,Lägenhet Örebro,https://www.hemnet.se/salda/lagenhet-2rum-adolfsberg-mosjo-orebro-kommun-bonstorpsvagen-14-2953554159860037510,lagenheter,"Såld 12 jun. 2023 Bonstorpsvägen 14 Lägenhet Örebro, Örebro kommun 53 m² 2 rum 3 456 kr/mån Balkong Hiss Slutpris 1 430 000 kr -7 % 26 981 kr/m² Erik Olsson Fastighetsförmedling",2023,6,2,Örebro,26.5,65.2,2.9,sommar,0,1,liten (40-60),Bostadsrätt,0,3.0,4.0,1,2017.0,6200.0,3956.0,1,0,0,,,9.0,53.0,0.75,0.0,116.98113207547168,,Bonstorpsvägen 14,59.2747287,15.2151181,0.11681827165748512,0.5638364206721153,2.2595036209294075,2.9725060081413126,2.543456959035123
1500000,4717.0,88.0,3.0,2023-06-11,-12.0,17045.0,G Lägenhet Marieberg,https://www.hemnet.se/salda/lagenhet-3rum-marieberg-orebro-kommun-kristinebergsvagen-3g-1371971200836077870,lagenheter,"Maps Data: Google © 2026 Såld 11 jun. 2023 Kristinebergsvägen 3G Lägenhet Marieberg, Örebro kommun 88 m² 3 rum 4 717 kr/mån Balkong Slutpris 1 500 000 kr -12 % 17 045 kr/m² Bjurfors Örebro",2023,6,2,Lägenhet Marieberg,29.3,53.6,3.77,sommar,0,1,stor (80-100),Bostadsrätt,1,2.0,2.0,1,1989.0,18252.0,5326.0,0,0,0,,,37.0,88.0,1.0,1.0,207.4090909090909,,Kristinebergsvägen 3G,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
2200000,5055.0,85.0,3.0,2023-06-09,-4.0,25882.0,Lägenhet Centralt Öster,https://www.hemnet.se/salda/lagenhet-3rum-centralt-oster-orebro-kommun-manillagatan-34-6039245416059453035,lagenheter,"Maps Data: Google © 2026 Såld 9 jun. 2023 Manillagatan 34 Lägenhet Centralt Öster, Örebro kommun 85 m² 3 rum 5 055 kr/mån Balkong Hiss Slutpris 2 200 000 kr -4 % 25 882 kr/m² LF Fastighetsförmedling Örebro",2023,6,2,Centralt Öster,28.3,59.5,2.76,sommar,0,1,stor (80-100),Bostadsrätt,0,2.0,4.0,1,1981.0,3000.0,3765.0,0,0,0,,,45.0,85.0,0.5,0.0,35.294117647058826,,Manillagatan 34,59.2753,15.22,0.37630452837023687,0.7958141782330361,2.5437650120172832,2.862963205067346,2.2813506964508026
930000,3288.0,43.0,2.0,2023-06-08,4.0,21628.0,Lägenhet Väster,https://www.hemnet.se/salda/lagenhet-2rum-vaster-orebro-kommun-hertig-karls-alle-60-1881558589455570145,lagenheter,"Maps Data: Google © 2026 Såld 8 jun. 2023 Hertig Karls Allé 60 Lägenhet Väster, Örebro kommun 43 m² 2 rum 3 288 kr/mån Balkong Slutpris 930 000 kr +4 % 21 628 kr/m² LF Fastighetsförmedling Örebro",2023,6,2,Väster,21.5,76.5,4.24,sommar,1,0,liten (40-60),Bostadsrätt,1,,,0,1945.0,3840.0,1806.0,0,0,0,,,81.0,43.0,,,89.30232558139535,,Hertig Karls Allé 60,59.434166,15.0239851,20.71964094608852,20.32916871949498,20.00347183018114,23.780103334742112,20.82271626040077
1700000,4549.0,69.0,3.0,2023-06-08,3.0,24638.0,Eklunda,https://www.hemnet.se/salda/lagenhet-3rum-sorby-eklunda-orebro-kommun-sidvallsgatan-7-1976590753934964584,lagenheter,"Såld 8 jun. 2023 Andreas Pontén Sidvallsgatan 7 Lägenhet Sörby-Eklunda, Örebro kommun 69 m² 3 rum 4 549 kr/mån Slutpris 1 700 000 kr +3 % 24 638 kr/m² Bostada Fastighetsmäklare",2023,6,2,Eklunda,23.0,65.9,3.21,sommar,1,0,medel (60-80),Bostadsrätt,0,2.0,4.0,1,1948.0,5904.0,2929.0,1,0,0,,,78.0,69.0,0.5,0.0,85.56521739130434,,Andreas Pontén Sidvallsgatan 7,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1995000,4225.0,70.0,2.0,2023-06-08,0.0,28500.0,Lägenhet Centrum,https://www.hemnet.se/salda/lagenhet-2rum-centrum-orebro-kommun-tradgardsgatan-23-5469241668189661308,lagenheter,"Såld 8 jun. 2023 Trädgårdsgatan 23 Lägenhet Centrum, Örebro kommun 70 m² 2 rum 4 225 kr/mån Balkong Hiss Slutpris 1 995 000 kr ±0 % 28 500 kr/m² Sjöstens Fastighetsförmedling",2023,6,2,Centrum,35.0,60.4,2.54,sommar,0,0,medel (60-80),Bostadsrätt,0,1.0,,1,1981.0,1420.0,2539.0,0,0,0,,,45.0,70.0,,0.0,20.285714285714285,,Trädgårdsgatan 23,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
3000000,6432.0,113.5,4.0,2023-06-07,4.0,26432.0,Lägenhet Centralt,https://www.hemnet.se/salda/lagenhet-4rum-centralt-orebro-kommun-manillagatan-30-1479751724584746393,lagenheter,"Maps Data: Google © 2026 Såld 7 jun. 2023 Manillagatan 30 Lägenhet Centralt, Örebro kommun 113,5 m² 4 rum 6 432 kr/mån Balkong Hiss Slutpris 3 000 000 kr +4 % 26 432 kr/m² Bjurfors Örebro",2023,6,2,Centralt,28.4,56.7,2.57,sommar,1,0,xl (100-150),Bostadsrätt,0,3.0,,1,1981.0,,6037.0,1,0,0,,,45.0,113.5,,0.0,,,Manillagatan 30,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1450000,6421.0,79.0,3.0,2023-06-07,-3.0,18354.0,Lägenhet Solhaga,https://www.hemnet.se/salda/lagenhet-3rum-solhaga-orebro-kommun-ledgrand-5-2928822993215514439,lagenheter,"Maps Data: Google © 2026 Såld 7 jun. 2023 Ledgränd 5 Lägenhet Solhaga, Örebro kommun 79 m² 3 rum 6 421 kr/mån Balkong Slutpris 1 450 000 kr -3 % 18 354 kr/m² Bjurfors Örebro",2023,6,2,Solhaga,26.3,81.3,5.31,sommar,0,1,medel (60-80),Bostadsrätt,0,2.0,2.0,1,1968.0,5400.0,2130.0,1,0,0,,,58.0,79.0,1.0,1.0,68.35443037974683,,Ledgränd 5,59.2732263,15.1583341,3.148210730808629,2.7890906920181515,1.0024494361121132,5.515569225329858,5.564621522768651
2795000,5037.0,89.5,3.0,2023-06-07,4.0,31229.0,Lägenhet Ladugårdsängen,https://www.hemnet.se/salda/lagenhet-3rum-ladugardsangen-orebro-kommun-landbotorpsallen-11-8330579420942410156,lagenheter,"Maps Data: Google © 2026 Såld 7 jun. 2023 Landbotorpsallén 11 Lägenhet Ladugårdsängen, Örebro kommun 89,5 m² 3 rum 5 037 kr/mån Balkong Hiss Slutpris 2 795 000 kr +4 % 31 229 kr/m² Mäklarhuset Örebro",2023,6,2,Ladugårdsängen,29.8,56.3,2.16,sommar,1,0,stor (80-100),Bostadsrätt,1,3.0,4.0,1,2009.0,6000.0,2870.0,0,0,0,,,17.0,89.5,0.75,0.0,67.0391061452514,,Landbotorpsallén 11,59.2543419,15.2044011,2.3904724733360196,2.5605987005396558,2.5726966129314603,2.442783916821533,4.6007251155946305
3025000,4633.0,80.0,3.0,2023-06-07,-4.0,37813.0,F Lägenhet Örebro,https://www.hemnet.se/salda/lagenhet-3rum-nikolai-orebro-kommun-restalundsvagen-16f-99881985161905093,lagenheter,"Maps Data: Google © 2026 Såld 7 jun. 2023 Restalundsvägen 16F Lägenhet Örebro, Örebro kommun 80 m² 3 rum 4 633 kr/mån Balkong Hiss Slutpris 3 025 000 kr -4 % 37 813 kr/m² Lejons Mäkleri",2023,6,2,Lägenhet Örebro,26.7,57.9,1.84,sommar,0,1,medel (60-80),Bostadsrätt,0,3.0,5.0,1,2018.0,1985.0,915.0,1,0,0,,,8.0,80.0,0.6,0.0,24.8125,,Restalundsvägen 16F,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1545000,2061.0,39.0,2.0,2023-06-06,-3.0,39615.0,Lägenhet Näsby,https://www.hemnet.se/salda/lagenhet-2rum-nasby-orebro-kommun-bjorkmansgatan-14-2965877147046264951,lagenheter,"Maps Data: Google © 2026 Såld 6 jun. 2023 Björkmansgatan 14 Lägenhet Näsby, Örebro kommun 39 m² 2 rum 2 061 kr/mån Balkong Hiss Slutpris 1 545 000 kr -3 % 39 615 kr/m² LF Fastighetsförmedling Örebro",2023,6,2,Näsby,19.5,52.8,1.6,sommar,0,1,mini (<40),Bostadsrätt,0,3.0,5.0,1,2016.0,3696.0,1747.0,0,0,0,,,10.0,39.0,0.6,0.0,94.76923076923076,,Björkmansgatan 14,59.2637586,15.2527034,2.5838833851754415,3.031038818926415,4.4853364070842945,1.1636701342126823,2.678820303566882
1750000,3948.0,63.0,2.0,2023-06-05,-10.0,27778.0,Lägenhet Väster,https://www.hemnet.se/salda/lagenhet-2rum-vaster-orebro-kommun-rostagatan-4-4497433478471684744,lagenheter,"Maps Data: Google © 2026 Såld 5 jun. 2023 Rostagatan 4 Lägenhet Väster, Örebro kommun 63 m² 2 rum 3 948 kr/mån Uteplats Hiss Slutpris 1 750 000 kr -10 % 27 778 kr/m² Wallenstedt Fastighetsmäkleri",2023,6,2,Väster,31.5,62.7,2.71,sommar,0,1,medel (60-80),Bostadsrätt,0,0.0,4.0,1,2016.0,9296.0,3135.0,1,0,0,,,10.0,63.0,0.0,0.0,147.55555555555554,,Rostagatan 4,59.434166,15.0239851,20.71964094608852,20.32916871949498,20.00347183018114,23.780103334742112,20.82271626040077
3595000,5503.0,124.0,4.0,2023-06-05,0.0,28992.0,Lägenhet Centralt Norr,https://www.hemnet.se/salda/lagenhet-4rum-centralt-norr-orebro-kommun-lilla-agrand-12-7932431794610389533,lagenheter,"Maps Data: Google © 2026 Såld 5 jun. 2023 Lilla Ågränd 12 Lägenhet Centralt Norr, Örebro kommun 124 m² 4 rum 5 503 kr/mån Uteplats Hiss Slutpris 3 595 000 kr ±0 % 28 992 kr/m² SkandiaMäklarna Örebro",2023,6,2,Centralt Norr,31.0,44.4,1.84,sommar,0,0,xl (100-150),Bostadsrätt,0,1.0,5.0,1,2011.0,5400.0,4070.0,1,0,0,,,15.0,124.0,0.2,0.0,43.54838709677419,,Lilla Ågränd 12,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1530000,3632.0,50.7,2.0,2023-06-05,-4.0,30178.0,B Lägenhet Södra Ladugårdsängen,https://www.hemnet.se/salda/lagenhet-2rum-sodra-ladugardsangen-orebro-kommun-termikgatan-21b-4046476442258273635,lagenheter,"Såld 5 jun. 2023 Termikgatan 21B Lägenhet Södra Ladugårdsängen, Örebro kommun 50,7 m² 2 rum 3 632 kr/mån Balkong Hiss Slutpris 1 530 000 kr -4 % 30 178 kr/m² Svensk Fastighetsförmedling Örebro",2023,6,2,Lägenhet Södra Ladugårdsängen,25.4,71.6,2.85,sommar,0,1,liten (40-60),Bostadsrätt,0,3.0,4.0,1,,9276.0,1239.0,1,0,0,,,48.0,50.7,0.75,0.0,182.9585798816568,,Termikgatan 21B,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1500000,4123.0,59.0,2.0,2023-06-05,-9.0,25424.0,Lägenhet Sörbyängen,https://www.hemnet.se/salda/lagenhet-2rum-sorbyangen-orebro-kommun-peppargatan-17-7848207751032625527,lagenheter,"Maps Data: Google © 2026 Såld 5 jun. 2023 Peppargatan 17 Lägenhet Sörbyängen, Örebro kommun 59 m² 2 rum 4 123 kr/mån Balkong Hiss Slutpris 1 500 000 kr -9 % 25 424 kr/m² Mäklarhuset Örebro",2023,6,2,Sörbyängen,29.5,69.9,3.3,sommar,0,1,liten (40-60),Bostadsrätt,0,2.0,4.0,1,2016.0,5400.0,3051.0,1,0,0,,,10.0,59.0,0.5,0.0,91.52542372881356,,Peppargatan 17,59.2536029,15.2266426,2.5323067070890675,2.8767047670436345,3.563892375670674,1.172890998236951,4.068699656773744
1690000,1651.0,35.0,1.0,2023-06-04,0.0,48286.0,Lägenhet Centralt Öster,https://www.hemnet.se/salda/lagenhet-1rum-centralt-oster-orebro-kommun-manillagatan-24-1476125483344483802,lagenheter,"Maps Data: Google © 2026 Såld 4 jun. 2023 Manillagatan 24 Lägenhet Centralt Öster, Örebro kommun 35 m² 1 rum 1 651 kr/mån Slutpris 1 690 000 kr ±0 % 48 286 kr/m² Fastighetsbyrån Örebro",2023,6,2,Centralt Öster,35.0,47.2,1.17,sommar,0,0,mini (<40),Bostadsrätt,0,4.0,4.0,1,1910.0,3700.0,20137.0,0,0,0,,,116.0,35.0,1.0,1.0,105.71428571428572,,Manillagatan 24,59.2753,15.22,0.37630452837023687,0.7958141782330361,2.5437650120172832,2.862963205067346,2.2813506964508026
3195000,3291.0,81.0,3.0,2023-06-04,0.0,39444.0,Lägenhet Österplan,https://www.hemnet.se/salda/lagenhet-3rum-osterplan-orebro-kommun-formansgatan-4-122560639250256424,lagenheter,"Maps Data: Google © 2026 Såld 4 jun. 2023 Förmansgatan 4 Lägenhet Österplan, Örebro kommun 81 m² 3 rum 3 291 kr/mån Balkong Hiss Slutpris 3 195 000 kr ±0 % 39 444 kr/m² Wallenstedt Fastighetsmäkleri",2023,6,2,Österplan,27.0,40.6,1.24,sommar,0,0,stor (80-100),Bostadsrätt,1,3.0,5.0,1,2020.0,3800.0,4479.0,0,0,0,,,6.0,81.0,0.6,0.0,46.91358024691358,,Förmansgatan 4,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
1550000,3154.0,48.0,2.0,2023-06-03,-6.0,32292.0,C Lägenhet Södra Ladugårdsängen,https://www.hemnet.se/salda/lagenhet-2rum-sodra-ladugardsangen-orebro-kommun-termikgatan-49c-1358272133776047869,lagenheter,"Maps Data: Google © 2026 Såld 3 jun. 2023 Termikgatan 49C Lägenhet Södra Ladugårdsängen, Örebro kommun 48 m² 2 rum 3 154 kr/mån Balkong Hiss Slutpris 1 550 000 kr -6 % 32 292 kr/m² Mäklarhuset Örebro",2023,6,2,Lägenhet Södra Ladugårdsängen,24.0,65.7,2.44,sommar,0,1,liten (40-60),Bostadsrätt,0,3.0,5.0,1,2019.0,6000.0,1538.0,1,0,0,,,7.0,48.0,0.6,0.0,125.0,,Termikgatan 49C,59.2753,15.2134,0.0,0.447155673153539,2.1715285067778685,3.0832063338677487,2.5895719397184873
